,Text,Annotation,Show
1594,Wanda  don't take this the wrong way but you gotta get the hell out of here.,neutral,Two and a half men
1595,- But that is not the point.- All right  what is the point?,neutral,Two and a half men
1596,One...,neutral,Two and a half men
1597,That's right. Charlie Waffles.,neutral,Two and a half men
1598,Come on  you said you wantedto get into the casual sex game.,neutral,Two and a half men
1599,We can start doing things together;community things.,neutral,Two and a half men
1600,You're not the only onewho can share his day.,neutral,Two and a half men
1601,She's probably in that sweet spot where her boobsare big and cushy but her ass is still normal.,sexist,Two and a half men
1602,That's the car.I got to go.,neutral,Two and a half men
1603,And then your dead brother's,neutral,Two and a half men
1604,His lover?,neutral,Two and a half men
1605,One marble.,neutral,Two and a half men
1606,Exactly.,neutral,Two and a half men
1607,How else do you get a crossing signstuck to your ass?,neutral,Two and a half men
1608,I can't believe this isonly our second date.,neutral,Two and a half men
1609,Look  Jake  Mia and lare kind of busy right now.,neutral,Two and a half men
1610,- Oh  no  they didn't.- How do you know?,neutral,Two and a half men
1611,Give your son some credit.He's an incredible kid.,neutral,Two and a half men
1612,Your friend  Rose.,neutral,Two and a half men
1613,...to the plight of the large-breasted woman.,sexist,Two and a half men
1614,It's not the healing that beginswhen you say it out loud...,neutral,Two and a half men
1615,Wait  no  no  wait.I am tired of running and hiding.,neutral,Two and a half men
1616,Spiritual journey. You know what?I've been on four of those.,neutral,Two and a half men
1617,Oh  yeah  that's a bitch.,sexist,Two and a half men
1618,...you've salted awaya pretty good nest egg.,neutral,Two and a half men
1619,Try to get Number 1the ball over the middle.,neutral,Two and a half men
1620,No  uh  apparently  she's singleagain and  uh  living in L.A.,neutral,Two and a half men
1621,- Hello.- Hi. I'm Charlie Harper. This is Jake.,neutral,Two and a half men
1622,- I wonder if she's slept with him yet.- Don't go there. Don't punish yourself.,neutral,Two and a half men
1623,I don't know.What do you think  sweetie?,neutral,Two and a half men
1624,It is a good policy.,neutral,Two and a half men
1625,Go to hell  you son of a bitch!,sexist,Two and a half men
1626,- I knew it. You're gay.- Oh  no  no  no. I'm not gay.,neutral,Two and a half men
1627,...by a woman who professes to havesuperior sexual skills?,sexist,Two and a half men
1628,Yo  bitch  I'm gonna slap you up,sexist,Two and a half men
1629,-Thank you.-Enjoy.,neutral,Two and a half men
1630,about an animated character.,neutral,Two and a half men
1631,- Does Berta know?- Berta doesn't need to know.,neutral,Two and a half men
1632,Chocolate lips sink ships.,neutral,Two and a half men
1633,Okay  okay.Maybe that's a bad analogy.,neutral,Two and a half men
1634,Wow  the Goldsteins' fightgot sexual in a hurry.,sexist,Two and a half men
1635,You know the differencebetween you and me?,neutral,Two and a half men
1636,Not unless you countgetting bitch-slapped.,sexist,Two and a half men
1637,...and crazy cousin Wendy.,neutral,Two and a half men
1638,That sounds likewe just finished having hot sex.,sexist,Two and a half men
1639,How about you drag meto some boring museum,neutral,Two and a half men
1640,That's true.,neutral,Two and a half men
1641,Jake-2.,neutral,Two and a half men
1642,Are you guys done yet?,neutral,Two and a half men
1643,- Okay  we'll change the subject.- Thank you.,neutral,Two and a half men
1644,You're not going to believe this.,neutral,Two and a half men
1645,Listen to this:,neutral,Two and a half men
1646,- Come on in.- Thanks.,neutral,Two and a half men
1647,It gets better?,neutral,Two and a half men
1648,Iced tea  rocks  water back.,neutral,Two and a half men
1649,Yeah  no  she's here now.,neutral,Two and a half men
1650,Hello?,neutral,Two and a half men
1651,Which brings me to my question.,neutral,Two and a half men
1652,He's very fond of you  Alan.,neutral,Two and a half men
1653,Soup? Why'd you bring me soup?,neutral,Two and a half men
1654,Oh  yeah  look at that.,neutral,Two and a half men
1655,Where's berta?,neutral,Two and a half men
1656,Not hungry?Come on  you've gotta fuel up that engine.,neutral,Two and a half men
1657,Well  duh.,neutral,Two and a half men
1658,Yeah  but I'm the cool uncle.,neutral,Two and a half men
1659,Sorry. I'll call you later okay  babe?,neutral,Two and a half men
1660,Yo  bitch  I'm gonna slap you up,sexist,Two and a half men
1661,Ms. McMartin told usyour kid was mixed-race.,neutral,Two and a half men
1662,Hey  you'd be great for my mom?,neutral,Two and a half men
1663,So did Charlie.,neutral,Two and a half men
1664,You're gonna lose your best friendif you don't fix this!,neutral,Two and a half men
1665,- You're an idiot.- You're an idiot.,neutral,Two and a half men
1666,"Good morning.",neutral,Two and a half men
1667,"Sorry I never called.
Buy yourself a nice vagina.",neutral,Two and a half men
1668,...I lost my swim trunks  and I hadto wear an old pair of Charlie's  and...,neutral,Two and a half men
1669,What are you doing here?,neutral,Two and a half men
1670,She's dating Conan the Humanitarian.,neutral,Two and a half men
1671,- Starving herself or throwing up?- Does it make a difference?,neutral,Two and a half men
1672,Okay  but why don't we waitfor a real happy occasion?,neutral,Two and a half men
1673,He didn't have hands.,neutral,Two and a half men
1674,And I doubt I got more than six seven hours sleep last night.,neutral,Two and a half men
1675,...popper-sniffing  disco lifestyle.,neutral,Two and a half men
1676,But before you go,neutral,Two and a half men
1677,- Anybody?- Over here.,neutral,Two and a half men
1678,Those are your two favorite people?,neutral,Two and a half men
1679,- What kind of things?- Things.,neutral,Two and a half men
1680,I'm with you.,neutral,Two and a half men
1681,See  that's me holding the baby.,neutral,Two and a half men
1682,- Oh  cough syrup?- I don't have a cough.,neutral,Two and a half men
1683,- Let's show them how we do it.- There you go!,neutral,Two and a half men
1684,- You ready to do this?- No.,neutral,Two and a half men
1685,All right  thanks for stopping by.,neutral,Two and a half men
1686,ZDRAVO  MAMA. HVALA ?TO SIDO?LA. -?TA JE BILO TOLIKO VA?NO,neutral,Two and a half men
1687,Like what?,neutral,Two and a half men
1688,I get it.,neutral,Two and a half men
1689,I was voguing.,neutral,Two and a half men
1690,Okay  don't think I don't knowwhat you're doing.,neutral,Two and a half men
1691,-We need to talk.-About what?,neutral,Two and a half men
1692,What else do we have to eat?,neutral,Two and a half men
1693,You know I love you  right?,neutral,Two and a half men
1694,This is the greatest songI've ever heard!,neutral,Two and a half men
1695,Sorry.,neutral,Two and a half men
1696,a part of this family anymore.,neutral,Two and a half men
1697,A friend of mine teachesan acting class,neutral,Two and a half men
1698,Ready or not  here I come.,neutral,Two and a half men
1699,Mr. Harper.,neutral,Two and a half men
1700,Can you believe I was married to that bitch?,sexist,Two and a half men
1701,and a big pile of Schmidt.,neutral,Two and a half men
1702,Shame one guyhad to ruin it for everybody.,neutral,Two and a half men
1703,I don't need sun block.,neutral,Two and a half men
1704,Why does it have to be an emergency?I wanted to check in.,neutral,Two and a half men
1705,and raise you $20.,neutral,Two and a half men
1706,You didn't.,neutral,Two and a half men
1707,...the gun is registered and she's taking hormones.,neutral,Two and a half men
1708,...to the plight of the large-breasted woman.,sexist,Two and a half men
1709,Got it. So  sexual releasecured his sleepwalking?,sexist,Two and a half men
1710,♪ You better not pout... ♪You know,neutral,Two and a half men
1711,Uncle Charlie said my life shouldn't stopjust because she's not around.,neutral,Two and a half men
1712,-Would you?-I'm just making a point here.,neutral,Two and a half men
1713,Do you really want to know?,neutral,Two and a half men
1714,for all the people I love.,neutral,Two and a half men
1715,What happened?,neutral,Two and a half men
1716,Good  'cause they includewashing the dishes,neutral,Two and a half men
1717,You gotta pick up Jake.,neutral,Two and a half men
1718,Ooh  then you better hurry up  Grandpa.,neutral,Two and a half men
1719,I got your back here  buddy.,neutral,Two and a half men
1720,Uh  let's see.Uh  electric bill,neutral,Two and a half men
1721,the office thatyou stopped paying rent at,neutral,Two and a half men
1722,Truth is  I  uh  kind of like the instructions.It takes out all the guesswork.,neutral,Two and a half men
1723,- What?- I said  that son of a bitch.,sexist,Two and a half men
1724,What are you doing?I thought we were gonna have sex.,sexist,Two and a half men
1725,- This is crazy.- I know.,neutral,Two and a half men
1726,Go out there  tell her you're not interestedin a relationship...,neutral,Two and a half men
1727,- Can I  uh...?- Nah  nah  nah!,neutral,Two and a half men
1728,- That's not true.- The hell it isn't.,neutral,Two and a half men
1729,...but I was having sex with this gorgeous 22-year-old woman.,sexist,Two and a half men
1730,- Really?- Yeah  sure  why not?,neutral,Two and a half men
1731,- It won't come off. Help me.- Okay  okay  move your hands.,neutral,Two and a half men
1732,What's thepoint of this  Walden?,neutral,Two and a half men
1733,I don't know  probably 12.,neutral,Two and a half men
1734,All right  let me try again.,neutral,Two and a half men
1735,"Hang on  Melissa. I couldn't hearanything after ""You son of a bitch.""",sexist,Two and a half men
1736,what happened tonightjust between us  right?,neutral,Two and a half men
1737,and she's just explodingwith this raw sexuality.,sexist,Two and a half men
1738,- I just do it to pay the bills.- Oh  I get it.,neutral,Two and a half men
1739,Rose and Manfred we are here to remember...,neutral,Two and a half men
1740,Hermaphrodite.,neutral,Two and a half men
1741,They couldn't change a hundred.,neutral,Two and a half men
1742,What?,neutral,Two and a half men
1743,Sorry  what are the other two rules?,neutral,Two and a half men
1744,Boo-ga-boo-ga-boo-ga-boo.,neutral,Two and a half men
1745,That way  I wouldn't be a suspectand people would feel sorry for me.,neutral,Two and a half men
1746,♪ Men. ♪,neutral,Two and a half men
1747,Well  intern  actually.,neutral,Two and a half men
1748,- Oh  boy. I'm excited.- Don't be.,neutral,Two and a half men
1749,I almost forgot.,neutral,Two and a half men
1750,♪ Men. ♪,neutral,Two and a half men
1751,Okay  okay  that...That is how it started...,neutral,Two and a half men
1752,But nobody does  because good mannersare just the latest casualty...,neutral,Two and a half men
1753,Son of a bitch.,sexist,Two and a half men
1754,- Good morning.- Looks to be a beautiful day.,neutral,Two and a half men
1755,Oh  I would love to.,neutral,Two and a half men
1756,They might get a kick out ofseeing you soil yourself.,neutral,Two and a half men
1757,Guess what I'm already doingwith Kandi.,neutral,Two and a half men
1758,Thank you.,neutral,Two and a half men
1759,- Hi  Ava.,neutral,Two and a half men
1760,I see.And what is your price range?,neutral,Two and a half men
1761,The thing is I still love you  Alan.,neutral,Two and a half men
1762,Do you have any ideawhat you put me through?,neutral,Two and a half men
1763,♪ Men. ♪,neutral,Two and a half men
1764,I just want youto know that in my way,neutral,Two and a half men
1765,and I had a uniform.,neutral,Two and a half men
1766,or you can leave. Either way Gloriaand I are going to have sex.,sexist,Two and a half men
1767,Say you love me and you'll marry me.,neutral,Two and a half men
1768,Wow.,neutral,Two and a half men
1769,You're a hard personto forget  Alan Harper.,neutral,Two and a half men
1770,Who you barean uncanny resemblance to,neutral,Two and a half men
1771,Dude  just call my dad and tellhim you want him to come back.,neutral,Two and a half men
